SHIPMT_ID,ORIG_STATE,ORIG_MA,ORIG_CFS_AREA,DEST_STATE,DEST_MA,DEST_CFS_AREA,NAICS,QUARTER,SCTG,MODE,SHIPMT_VALUE,SHIPMT_WGHT,SHIPMT_DIST_GC,SHIPMT_DIST_ROUTED,TEMP_CNTL_YN,EXPORT_YN,EXPORT_CNTRY,HAZMAT,WGT_FACTOR
0011400,34,428,34-428,24,99999,24-99999,327,2,31,05,89,104,113,152,N,N,N,N,3086.8
0011401,15,99999,15-99999,15,99999,15-99999,4249,1,09,05,5808,60,17,22,N,N,N,N,132.7
0011402,27,99999,27-99999,27,99999,27-99999,4238,1,34,05,15,2,26,39,N,N,N,N,5672.2
0011403,48,41700,48-41700,08,216,08-216,4242,4,20,14,671,25,833,1162,N,N,N,N,2828.5
0011404,34,408,34-408,17,176,17-176,4234,1,35,14,579,27,718,799,N,N,N,N,14137.2
0011405,13,122,13-122,01,99999,01-99999,4239,3,41,15,37256,239804,192,239,N,N,N,N,28.8
0011406,28,99999,28-99999,28,99999,28-99999,45431,2,19,05,442,659,46,54,N,N,N,H,3447.1
0011407,26,99999,26-99999,26,99999,26-99999,4248,2,08,05,939,1409,8,8,N,N,N,N,1050.8
0011408,42,99999,42-99999,42,99999,42-99999,4236,4,35,04,129,16,25,33,N,N,N,N,1981.9
0011409,26,99999,26-99999,26,99999,26-99999,45431,3,19,05,356,663,19,19,N,N,N,H,194.5
0011410,46,99999,46-99999,27,99999,27-99999,4233,4,31,05,3062,59067,117,123,N,N,N,N,116.9
0011411,26,266,26-266,26,266,26-266,45431,1,19,05,812,1381,10,14,N,N,N,H,249.2
0011412,37,172,37-172,37,172,37-172,4248,2,08,05,650,257,20,26,N,N,N,N,2850.0
0011413,06,348,06-348,29,99999,29-99999,331,1,41,04,20820,41639,1516,1754,N,N,N,N,59.2
0011414,55,99999,55-99999,55,99999,55-99999,4231,4,24,05,129,68,4,5,N,N,N,N,1144.6
0011415,19,99999,19-99999,19,99999,19-99999,4247,2,19,05,34,26,4,4,N,N,N,N,8450.4
0011416,42,430,42-430,42,430,42-430,4244,4,07,05,41,42,54,70,Y,N,N,N,3329.7
0011417,41,440,41-440,06,41740,06-41740,311,2,06,04,24681,26382,871,1019,Y,N,N,N,149.4
0011418,37,99999,37-99999,12,45300,12-45300,315,4,30,14,686,27,534,681,N,N,N,N,435.8
0011419,06,348,06-348,06,348,06-348,322,3,28,04,3607,7884,29,37,N,N,N,N,433.6
0011420,04,38060,04-38060,04,38060,04-38060,323,1,29,04,54,32,22,26,N,N,N,N,6051.6
0011421,45,273,45-273,17,176,17-176,335,2,35,04,652,154,587,738,N,N,N,N,1835.4
0011422,48,99999,48-99999,48,99999,48-99999,4231,2,34,04,316,22,60,66,N,N,N,N,16906.9
0011423,39,99999,39-99999,42,430,42-430,4232,1,40,05,2719,7335,87,114,N,N,N,N,641.3
0011424,01,99999,01-99999,01,99999,01-99999,4247,4,18,05,222,477,12,12,N,N,N,P,2017.2
0011425,51,99999,51-99999,06,348,06-348,4243,2,30,14,412,44,2249,2626,N,N,N,N,90.4
0011426,55,99999,55-99999,55,376,55-376,333,1,40,14,352,7,156,191,N,N,N,N,126.2
0011427,40,416,40-416,48,206,48-206,326,2,24,05,4516,4197,186,203,N,N,N,N,15.8
0011428,45,273,45-273,26,220,26-220,4931,1,30,14,82,8,522,706,N,N,N,N,2319.1
0011429,01,99999,01-99999,47,99999,47-99999,325,1,20,05,1024,51176,155,182,N,N,N,H,8.1
0011430,30,99999,30-99999,48,99999,48-99999,4541,3,40,14,84,4,1082,1656,N,N,N,N,4338.8
0011431,36,99999,36-99999,39,184,39-184,326,2,24,04,5810,1352,464,559,N,N,N,N,336.0
0011432,36,464,36-464,08,99999,08-99999,4244,4,07,14,39,14,1459,1658,N,N,N,N,351.1
0011433,53,99999,53-99999,53,99999,53-99999,4237,1,33,04,1254,190,65,78,N,N,N,N,913.9
0011434,05,99999,05-99999,20,99999,20-99999,323,4,29,14,164,75,442,722,N,N,N,N,428.5
0011435,17,176,17-176,17,176,17-176,337,2,39,05,14045,3070,10,16,N,N,N,N,217.5
0011436,41,440,41-440,41,440,41-440,322,2,28,05,1622,2050,6,9,N,N,N,N,292.8
0011437,34,428,34-428,34,428,34-428,4231,3,36,05,13,1,10,12,N,N,N,N,142233.0
0011438,06,488,06-488,49,482,49-482,336,3,37,11,339647,27,569,610,N,N,N,N,84.6
0011439,04,38060,04-38060,22,12940,22-12940,339,4,33,14,4,1,1261,1466,N,N,N,N,9411.3
0011440,42,428,42-428,10,428,10-428,323,3,29,04,23,1,36,43,N,N,N,N,614.3
0011441,17,176,17-176,17,176,17-176,332,3,33,05,494,35,4,4,N,N,N,N,1775.3
0011442,13,99999,13-99999,34,408,34-408,324,1,31,04,16,32,613,756,N,N,N,N,72.3
0011443,21,178,21-178,39,184,39-184,4931,2,36,14,890,30,213,261,N,N,N,N,920.6
0011444,16,99999,16-99999,01,99999,01-99999,332,2,33,14,1895,45,1787,2251,N,N,N,N,944.0
0011445,26,99999,26-99999,55,376,55-376,333,1,34,14,340,15,173,283,N,N,N,N,591.1
0011446,20,312,20-312,29,99999,29-99999,4234,1,38,14,502,5,221,282,N,N,N,N,260.2
0011447,19,99999,19-99999,19,99999,19-99999,4244,1,07,05,184,362,5,5,N,N,N,N,1256.5
0011448,01,99999,01-99999,36,408,36-408,339,2,36,04,6647,370,867,1012,N,N,N,N,223.7
0011449,41,99999,41-99999,36,408,36-408,4541,1,30,14,126,3,2387,2948,N,N,N,N,12673.5
0011450,55,99999,55-99999,27,99999,27-99999,311,3,07,04,52875,34446,220,280,Y,N,N,N,133.0
0011451,06,348,06-348,06,348,06-348,4234,4,35,05,14355,604,6,6,N,N,N,N,289.5
0011452,29,99999,29-99999,29,99999,29-99999,311,3,07,04,34611,39115,10,10,N,N,N,N,416.5
0011453,37,99999,37-99999,29,312,29-312,333,1,36,04,41489,18734,730,901,N,N,N,N,151.6
0011454,25,148,25-148,34,408,34-408,4233,1,26,04,229,23,174,211,N,N,N,N,432.0
0011455,41,99999,41-99999,41,99999,41-99999,212,2,32,04,67,63172,9,9,N,N,N,N,78.3
0011456,19,99999,19-99999,31,99999,31-99999,4239,4,41,04,8076,49563,60,85,N,N,N,N,40.6
0011457,39,99999,39-99999,17,99999,17-99999,335,1,35,04,72537,48307,394,492,N,N,N,H,151.0
0011458,06,488,06-488,06,488,06-488,326,3,24,04,1729,32,14,16,N,N,N,N,115.3
0011459,06,488,06-488,06,488,06-488,4238,4,30,04,1752,192,27,36,N,N,N,N,3336.7
0011460,39,99999,39-99999,21,99999,21-99999,327,2,31,04,11995,12112,227,275,N,N,N,N,143.9
0011461,55,376,55-376,55,376,55-376,4235,4,32,04,2051,4224,34,40,N,N,N,N,466.0
0011462,48,41700,48-41700,48,41700,48-41700,4237,3,43,05,121,4,4,4,N,N,N,N,170.0
0011463,12,99999,12-99999,12,99999,12-99999,45431,1,19,05,294,513,5,7,N,N,N,H,4649.2
0011464,36,464,36-464,36,99999,36-99999,311,2,07,06,3334,32765,107,277,N,N,N,N,95.7
0011465,00,00000,00-00000,41,99999,41-99999,333,4,00,00,31,2,7,9,N,N,N,N,347.3
0011466,55,376,55-376,55,376,55-376,327,2,31,05,1055,43900,15,17,N,N,N,N,40.0
0011467,25,148,25-148,26,220,26-220,325,3,21,14,119,3,636,880,N,N,N,H,1682.2
0011468,26,220,26-220,26,220,26-220,4247,1,17,04,28425,69042,8,12,N,N,N,P,255.9
0011469,48,206,48-206,26,99999,26-99999,324,2,19,04,1910,1185,1041,1262,N,N,N,N,46.7
0011470,39,198,39-198,39,198,39-198,337,1,39,05,134,35,44,54,N,N,N,N,89.1
0011471,30,99999,30-99999,06,348,06-348,4239,1,27,04,1482,442,967,1240,N,N,N,N,158.4
0011472,09,99999,09-99999,09,25540,09-25540,4241,3,28,14,77,43,23,32,N,N,N,N,256.5
0011473,45,16700,45-16700,45,16700,45-16700,4233,3,26,05,1476,4538,5,7,N,N,N,N,325.3
0011474,48,206,48-206,42,430,42-430,335,4,35,14,5046,1,1091,1252,N,N,N,N,90.9
0011475,06,99999,06-99999,06,488,06-488,321,2,26,05,8068,25692,87,101,N,N,N,N,281.3
0011476,06,41740,06-41740,06,41740,06-41740,4237,3,43,05,5,132,21,27,N,N,N,N,3496.4
0011477,53,500,53-500,12,99999,12-99999,339,1,38,14,26534,28,2548,2618,N,N,N,N,22.8
0011478,47,314,47-314,47,314,47-314,4233,4,31,05,47,151,5,5,N,N,N,N,652.7
0011479,41,99999,41-99999,41,99999,41-99999,212,2,12,05,198,68045,11,13,N,N,N,N,1188.9
0011480,42,99999,42-99999,51,99999,51-99999,4931,3,32,05,2945,1171,250,303,N,N,N,N,3293.1
0011481,24,12580,24-12580,33,148,33-148,314,3,40,04,608,49,407,491,N,N,N,N,268.1
0011482,34,408,34-408,25,148,25-148,337,1,40,04,104,24,221,253,N,N,N,N,514.6
0011483,39,184,39-184,01,142,01-142,326,3,24,04,18277,6108,561,672,N,N,N,N,156.9
0011484,17,176,17-176,39,198,39-198,4244,2,07,04,645,60,268,355,N,N,N,N,21.6
0011485,37,172,37-172,13,122,13-122,337,4,39,04,2309,934,258,314,N,N,N,N,138.7
0011486,17,176,17-176,17,176,17-176,311,2,06,05,195,181,4,5,N,N,N,N,799.3
0011487,48,41700,48-41700,48,41700,48-41700,311,3,05,05,1657,486,3,3,Y,N,N,N,482.7
0011488,54,99999,54-99999,54,99999,54-99999,333,1,40,14,5200,77,155,202,N,N,N,N,131.5
0011489,34,408,34-408,24,99999,24-99999,551114,4,23,04,38214,44817,186,226,N,N,N,N,98.3
0011490,46,99999,46-99999,40,99999,40-99999,336,3,36,04,25339,17130,656,941,N,N,N,N,191.0
0011491,13,122,13-122,13,122,13-122,4247,4,17,04,11185,22599,3,3,N,N,N,P,1078.9
0011492,19,99999,19-99999,19,99999,19-99999,311,4,04,05,11251,46876,16,22,N,N,N,N,2761.0
0011493,17,176,17-176,06,488,06-488,4249,1,29,14,527,38,1838,2122,N,N,N,N,11677.5
0011494,48,206,48-206,51,99999,51-99999,339,2,38,14,665,8,1099,1235,N,N,N,N,550.7
0011495,31,99999,31-99999,31,99999,31-99999,4248,1,08,05,986,1573,4,6,N,N,N,N,1117.6
0011496,47,99999,47-99999,13,122,13-122,322,2,28,04,4576,809,109,143,N,N,N,N,66.7
0011497,49,482,49-482,32,332,32-332,333,2,34,05,30,1,363,422,N,N,N,N,110.6
0011498,50,99999,50-99999,50,99999,50-99999,324,4,19,05,677,18285,6,7,N,N,N,N,54.2
0011499,46,99999,46-99999,46,99999,46-99999,45431,4,19,05,371,1290,10,15,N,N,N,H,41.5
0011500,17,476,17-476,26,220,26-220,325,1,23,04,13509,8890,453,547,N,N,N,P,26.4
0011501,54,99999,54-99999,22,99999,22-99999,335,1,36,14,112,9,789,976,N,N,N,N,1803.4
0011502,34,408,34-408,55,99999,55-99999,4234,1,35,14,205,1,930,1130,N,N,N,N,19714.7
0011503,12,370,12-370,37,172,37-172,4242,2,23,04,6769,477,656,734,N,N,N,N,53.6
0011504,02,99999,02-99999,02,99999,02-99999,4234,1,23,14,62,7,2,3,N,N,N,N,1672.0
0011505,13,99999,13-99999,18,258,18-258,331,1,32,04,20748,31920,476,580,N,N,N,N,218.8
0011506,47,400,47-400,47,400,47-400,4241,2,27,05,677,1083,3,3,N,N,N,N,2265.8
0011507,17,176,17-176,12,422,12-422,339,1,29,04,26,5,962,1168,N,N,N,N,28114.1
0011508,29,99999,29-99999,48,206,48-206,4236,3,35,14,3403,2,328,452,N,N,N,N,224.6
0011509,42,428,42-428,42,428,42-428,4238,3,36,14,88,15,16,21,N,N,N,N,375.6
0011510,37,172,37-172,45,273,45-273,327,3,31,04,6054,54181,57,64,N,N,N,N,213.4
0011511,39,198,39-198,39,198,39-198,324,4,31,04,250,53536,18,21,N,N,N,N,1163.7
0011512,25,99999,25-99999,25,99999,25-99999,4237,3,24,04,132,16,2,2,N,N,N,N,225.3
0011513,13,122,13-122,55,99999,55-99999,332,4,33,04,29693,16335,907,1133,N,N,N,N,88.0
0011514,51,40060,51-40060,51,99999,51-99999,212,2,31,05,542,199,52,56,N,N,N,N,67.8
0011515,39,99999,39-99999,13,122,13-122,4231,4,34,04,1050,304,544,662,N,N,N,N,603.0
0011516,18,294,18-294,12,99999,12-99999,4541,2,23,14,9,2,706,843,N,N,N,N,862.6
0011517,26,266,26-266,26,266,26-266,4243,1,30,04,18,5,5,7,N,N,N,N,107.7
0011518,06,348,06-348,12,300,12-300,312,4,07,04,21034,22986,2146,2435,Y,N,N,N,40.8
0011519,27,99999,27-99999,46,99999,46-99999,323,4,29,14,84,31,112,839,N,Y,C,N,10757.8
0011520,37,99999,37-99999,37,450,37-450,4931,4,43,05,151257,35594,29,38,N,N,N,N,263.2
0011521,56,99999,56-99999,56,99999,56-99999,4234,4,43,05,43,1,86,117,N,N,N,N,853.0
0011522,06,472,06-472,06,260,06-260,327,2,40,05,455,3,164,183,N,N,N,N,72.7
0011523,48,13140,48-13140,48,204,48-204,4239,4,32,04,80150,43012,251,298,N,Y,O,N,10.7
0011524,25,99999,25-99999,04,38060,04-38060,4238,3,34,14,248,1,2223,2624,N,N,N,N,2248.9
0011525,12,370,12-370,12,370,12-370,4238,3,30,05,1129,549,16,18,N,Y,O,N,782.9
0011526,37,99999,37-99999,48,99999,48-99999,336,3,36,04,88735,35180,1108,1380,N,Y,M,N,32.1
0011527,27,99999,27-99999,27,99999,27-99999,331,2,32,05,32321,52131,209,252,N,Y,C,N,21.5
0011528,08,216,08-216,08,216,08-216,4931,4,05,05,33543,10143,11,17,Y,N,N,N,81.5
0011529,42,428,42-428,42,428,42-428,311,4,05,04,953,316,7,9,Y,N,N,N,131.7
0011530,48,206,48-206,48,206,48-206,45431,4,19,05,91,307,8,9,N,N,N,H,148.1
0011531,47,99999,47-99999,47,99999,47-99999,4244,4,07,05,11799,49198,4,5,N,N,N,N,50.3
0011532,06,99999,06-99999,06,99999,06-99999,321,2,26,05,5855,10246,54,67,N,N,N,N,39.2
0011533,22,406,22-406,22,99999,22-99999,332,3,33,05,187,99,112,137,N,N,N,N,38.4
0011534,06,41740,06-41740,08,216,08-216,323,1,29,14,1467,82,833,1076,N,N,N,N,477.2
0011535,56,99999,56-99999,08,216,08-216,4235,4,41,04,5866,43321,223,278,N,N,N,N,47.1
0011536,08,216,08-216,27,378,27-378,312,2,07,04,4978,31060,690,919,N,N,N,N,58.3
0011537,33,148,33-148,33,148,33-148,4246,2,13,04,2085,73268,30,40,N,N,N,N,84.5
0011538,05,99999,05-99999,37,99999,37-99999,334,4,38,04,81358,39333,581,734,N,N,N,N,77.2
0011539,18,176,18-176,31,99999,31-99999,4235,2,32,04,13130,33795,533,570,N,N,N,N,426.1
0011540,26,99999,26-99999,23,99999,23-99999,311,1,06,04,19572,23227,913,1206,N,Y,C,N,75.9
0011541,27,378,27-378,27,378,27-378,332,1,38,05,17865,79,21,27,N,N,N,N,78.9
0011542,06,488,06-488,06,488,06-488,4239,1,41,04,4159,39949,26,28,N,Y,O,N,378.8
0011543,27,378,27-378,17,176,17-176,4234,1,35,14,259,3,342,744,N,Y,O,N,314.2
0011544,12,99999,12-99999,12,370,12-370,4244,2,43,05,37356,30208,158,204,Y,N,N,N,214.4
0011545,48,288,48-288,48,288,48-288,311,2,07,04,20939,56213,9,13,N,N,N,N,123.4
0011546,12,370,12-370,21,99999,21-99999,4241,1,43,14,7,1,867,1054,N,N,N,N,5547.2
0011547,40,538,40-538,22,99999,22-99999,331,1,40,14,182,25,323,422,N,N,N,N,396.7
0011548,12,370,12-370,37,268,37-268,337,3,26,04,22848,11675,710,817,N,N,N,N,44.3
0011549,48,288,48-288,48,204,48-204,324,4,31,04,18993,51635,190,225,N,N,N,N,54.2
0011550,06,99999,06-99999,06,99999,06-99999,321,3,26,05,9480,16591,24,35,N,N,N,N,59.6
0011551,54,99999,54-99999,54,99999,54-99999,4238,4,43,05,4,1,57,90,N,N,N,N,418.2
0011552,17,99999,17-99999,04,38060,04-38060,337,2,39,14,16,1,1348,1601,N,N,N,N,67.5
0011553,09,408,09-408,09,408,09-408,322,1,28,05,495,9,16,19,N,N,N,N,129.0
0011554,41,99999,41-99999,06,348,06-348,5111,1,29,14,63,26,714,822,N,Y,O,N,728.5
0011555,42,428,42-428,24,12580,24-12580,331,2,32,04,290834,48333,70,90,N,Y,O,N,19.9
0011556,48,41700,48-41700,17,176,17-176,335,1,38,04,6693,1463,1041,1265,N,N,N,N,64.8
0011557,13,122,13-122,28,99999,28-99999,4234,4,20,14,7,2,343,490,Y,N,N,N,54151.5
0011558,48,204,48-204,48,204,48-204,4233,3,12,04,359,51209,16,18,N,N,N,N,1477.8
0011559,48,204,48-204,48,204,48-204,4241,3,43,05,162,11,31,39,N,N,N,N,119.0
0011560,08,216,08-216,56,99999,56-99999,4249,3,03,05,482,41,105,138,Y,N,N,N,2572.4
0011561,39,99999,39-99999,55,99999,55-99999,337,2,39,14,295,145,286,366,N,N,N,N,60.8
0011562,36,408,36-408,25,148,25-148,4541,3,21,14,185,5,151,186,N,N,N,N,23846.2
0011563,06,488,06-488,17,176,17-176,551114,4,35,11,2532,13,1830,2237,N,Y,O,N,91.5
0011564,39,99999,39-99999,39,99999,39-99999,4247,2,19,05,22,11,5,6,N,N,N,N,710.5
0011565,54,99999,54-99999,18,99999,18-99999,326,1,37,14,995,4,282,335,N,N,N,N,67.2
0011566,05,99999,05-99999,22,99999,22-99999,212,1,12,05,187,43916,66,75,N,N,N,N,467.0
0011567,06,41740,06-41740,06,41740,06-41740,4244,1,07,05,255,219,3,4,Y,N,N,N,4196.3
0011568,27,378,27-378,27,378,27-378,339,3,38,05,181,2,18,19,N,N,N,N,1105.5
0011569,21,99999,21-99999,51,99999,51-99999,4247,4,18,05,21276,46175,28,53,N,N,N,P,497.3
0011570,53,500,53-500,53,500,53-500,315,4,30,05,138,4,11,11,N,N,N,N,19.4
0011571,55,376,55-376,55,376,55-376,4237,4,33,05,4763,88,6,7,N,N,N,N,4027.4
0011572,34,428,34-428,42,428,42-428,4238,2,33,05,381,13,6,18,N,N,N,N,500.9
0011573,36,408,36-408,51,47900,51-47900,4236,3,35,14,8,1,242,278,N,N,N,N,1006.5
0011574,06,488,06-488,06,488,06-488,311,2,07,04,6969,10790,72,97,N,N,N,N,279.8
0011575,17,176,17-176,24,99999,24-99999,4236,2,39,14,65,9,717,845,N,N,N,N,649.4
0011576,06,472,06-472,06,472,06-472,4248,1,07,05,32,36,16,18,N,N,N,N,278.4
0011577,51,40060,51-40060,51,40060,51-40060,312,2,09,04,83698,34296,10,13,N,N,N,N,8.6
0011578,26,220,26-220,26,220,26-220,4238,3,33,05,428,9,2,2,N,N,N,N,9395.6
0011579,34,408,34-408,26,220,26-220,315,4,30,14,199,4,441,556,N,N,N,N,41.9
0011580,08,216,08-216,49,482,49-482,337,3,29,14,451,31,375,528,N,N,N,N,415.6
0011581,48,288,48-288,48,288,48-288,4238,4,33,14,90,1,24,30,N,N,N,N,3382.2
0011582,29,476,29-476,29,476,29-476,212,4,12,05,21,2195,8,8,N,N,N,N,52.0
0011583,36,160,36-160,48,288,48-288,334,3,38,14,1181,5,1289,1603,N,N,N,N,290.4
0011584,32,99999,32-99999,32,99999,32-99999,4235,1,32,05,955,325,38,45,N,N,N,N,283.5
0011585,12,422,12-422,12,370,12-370,325,3,20,05,182,2432,87,108,N,N,N,H,90.0
0011586,39,99999,39-99999,39,212,39-212,333,2,34,14,186,7,117,145,N,N,N,N,944.4
0011587,12,99999,12-99999,12,99999,12-99999,4232,3,40,05,3628,325,6,8,N,N,N,N,340.7
0011588,48,41700,48-41700,48,41700,48-41700,4233,3,26,05,21281,28402,3,7,N,N,N,N,596.8
0011589,12,370,12-370,12,370,12-370,5111,1,29,04,1633,1487,31,35,N,N,N,N,283.4
0011590,12,99999,12-99999,32,332,32-332,326,4,24,14,44,3,2022,2477,N,N,N,N,320.1
0011591,51,40060,51-40060,51,40060,51-40060,4236,2,38,05,111,1,22,27,N,N,N,N,584.3
0011592,19,99999,19-99999,19,99999,19-99999,325,2,20,05,932,33917,48,58,N,N,N,H,142.7
0011593,55,99999,55-99999,26,266,26-266,4931,1,30,11,79,5,158,257,N,N,N,N,15084.8
0011594,24,12580,24-12580,24,12580,24-12580,4249,4,26,05,346,7978,10,10,N,N,N,N,599.2
0011595,27,378,27-378,08,99999,08-99999,332,3,40,04,525,227,673,907,N,N,N,N,909.1
0011596,05,99999,05-99999,05,99999,05-99999,4236,1,35,05,24,105,16,19,N,N,N,N,4347.2
0011597,22,12940,22-12940,22,12940,22-12940,45431,3,19,05,135,307,11,14,N,N,N,H,91.1
0011598,41,440,41-440,36,99999,36-99999,4245,1,03,04,3985,3877,2343,2904,N,N,N,N,110.9
0011599,01,380,01-380,01,380,01-380,4231,4,38,05,151,5,8,9,N,N,N,N,1484.8
0011600,25,99999,25-99999,25,148,25-148,326,3,24,04,13979,540,136,184,N,N,N,N,41.5
0011601,39,99999,39-99999,26,220,26-220,326,1,36,04,28881,21773,62,76,N,N,N,N,83.8
0011602,06,41740,06-41740,06,348,06-348,4244,2,43,05,235,82,67,110,Y,N,N,N,12077.2
0011603,48,288,48-288,30,99999,30-99999,4234,2,35,14,2801,41,1403,1839,N,Y,C,N,1306.2
0011604,53,500,53-500,53,500,53-500,4238,2,33,11,10118,14,13,116,N,Y,O,N,88.0
0011605,32,99999,32-99999,53,500,53-500,326,2,43,14,1096,135,600,786,N,N,N,N,141.6
0011606,41,99999,41-99999,53,99999,53-99999,332,2,33,14,2508,82,453,573,N,N,N,N,15.8
0011607,25,99999,25-99999,25,99999,25-99999,4244,1,07,05,490,451,9,9,Y,N,N,N,886.1
0011608,26,220,26-220,26,220,26-220,323,1,29,14,64,2,61,77,N,N,N,N,3390.5
0011609,41,440,41-440,45,99999,45-99999,312,4,08,14,143,44,2350,2914,N,N,N,N,174.2
0011610,04,99999,04-99999,04,99999,04-99999,4238,4,36,14,2103,117,4,5,N,N,N,N,889.7
0011611,04,536,04-536,39,198,39-198,4234,2,38,14,18,1,1650,1915,N,N,N,N,212.4
0011612,48,206,48-206,06,99999,06-99999,332,2,33,04,51220,44842,1096,1322,N,Y,M,N,22.6
0011613,29,99999,29-99999,23,99999,23-99999,331,4,32,04,28,20,1402,1902,N,Y,C,N,1202.1
0011614,18,258,18-258,30,99999,30-99999,335,3,35,04,1073,193,1466,1695,N,Y,C,N,190.0
0011615,40,538,40-538,55,376,55-376,331,3,24,04,301,253,629,771,N,N,N,N,44.0
0011616,13,99999,13-99999,48,206,48-206,4931,3,21,04,6787,27,791,976,N,N,N,N,4429.6
0011617,53,99999,53-99999,41,99999,41-99999,4237,1,43,05,69,69,30,37,N,N,N,N,656.3
0011618,48,288,48-288,48,206,48-206,4931,2,36,05,232183,43773,212,241,N,N,N,N,279.2
0011619,29,476,29-476,53,500,53-500,333,2,34,04,52591,10931,1707,2130,N,N,N,N,49.8
0011620,54,99999,54-99999,54,99999,54-99999,4231,1,36,14,42,2,84,126,N,N,N,N,11181.2
0011621,37,268,37-268,37,99999,37-99999,4233,3,33,05,2037,1332,106,143,N,N,N,N,258.4
0011622,27,378,27-378,12,99999,12-99999,339,1,38,14,257,2,1214,1488,N,N,N,N,86.5
0011623,48,206,48-206,48,99999,48-99999,4238,2,34,14,1097,24,94,109,N,N,N,N,2136.9
0011624,39,99999,39-99999,39,99999,39-99999,4248,2,08,05,190,325,14,15,N,N,N,N,148.9
0011625,45,99999,45-99999,45,99999,45-99999,4248,2,08,04,107,183,13,17,N,N,N,N,1690.2
0011626,26,266,26-266,26,266,26-266,4235,1,33,05,325,222,3,3,N,N,N,N,146.4
0011627,41,440,41-440,41,440,41-440,322,2,27,05,10711,23306,31,38,N,N,N,N,136.5
0011628,53,500,53-500,53,500,53-500,315,4,30,14,393,28,19,24,N,N,N,N,12.0
0011629,37,99999,37-99999,37,99999,37-99999,4237,2,40,04,120,2,9,9,N,N,N,N,5810.7
0011630,51,99999,51-99999,39,99999,39-99999,4931,3,30,04,161530,15416,419,659,N,N,N,N,14.2
0011631,26,266,26-266,48,41700,48-41700,314,4,29,14,244,8,1146,1373,N,N,N,N,25.6
0011632,49,482,49-482,49,482,49-482,326,2,07,04,30822,15318,10,10,N,N,N,N,37.8
0011633,47,99999,47-99999,47,99999,47-99999,212,1,12,05,294,40993,57,64,N,N,N,N,402.6
0011634,37,172,37-172,37,172,37-172,212,3,12,05,236,31047,13,18,N,N,N,N,1474.2
0011635,27,99999,27-99999,38,99999,38-99999,321,3,26,04,10684,45709,283,325,N,N,N,N,44.7
0011636,47,314,47-314,13,122,13-122,325,3,23,04,18674,6649,136,189,N,N,N,N,38.2
0011637,47,400,47-400,54,99999,54-99999,4238,3,35,14,1,1,440,565,N,N,N,N,16644.8
0011638,48,41700,48-41700,48,41700,48-41700,311,1,05,05,24492,11596,3,3,Y,N,N,N,32.7
0011639,27,378,27-378,39,184,39-184,331,4,33,04,3646,3046,664,793,N,N,N,N,94.4
0011640,29,99999,29-99999,01,380,01-380,326,1,30,04,77267,18917,615,824,N,Y,O,N,26.8
0011641,24,12580,24-12580,18,294,18-294,339,1,40,14,379,5,509,599,N,N,N,N,583.4
0011642,47,99999,47-99999,47,99999,47-99999,45431,3,19,05,441,605,11,11,N,N,N,H,125.3
0011643,12,422,12-422,12,99999,12-99999,4248,3,08,05,161,162,64,80,N,N,N,N,8892.4
0011644,34,408,34-408,48,206,48-206,336,4,32,04,1212,44,1364,1549,N,N,N,N,1234.8
0011645,39,99999,39-99999,21,99999,21-99999,325,2,32,04,1389,588,443,538,N,N,N,N,63.8
0011646,39,178,39-178,39,178,39-178,327,3,31,05,475,25310,9,9,N,N,N,N,1957.7
0011647,37,450,37-450,37,99999,37-99999,4236,1,33,14,10,5,50,70,N,N,N,N,7322.7
0011648,17,176,17-176,17,99999,17-99999,212,4,11,04,1518,44982,286,345,N,N,N,N,400.5
0011649,36,160,36-160,36,99999,36-99999,4238,3,34,14,13,1,25,28,N,N,N,N,102.7
0011650,55,376,55-376,18,294,18-294,311,1,06,05,60837,35009,236,281,N,N,N,N,122.3
0011651,48,238,48-238,48,238,48-238,4244,4,43,05,104,135,6,7,Y,N,N,N,3422.6
0011652,21,178,21-178,21,350,21-350,321,3,26,04,3134,26120,86,99,N,N,N,N,6.6
0011653,06,99999,06-99999,06,99999,06-99999,337,4,26,05,241,90,3,4,N,N,N,N,58.7
0011654,29,476,29-476,17,476,17-476,326,2,24,05,8309,5947,22,30,N,N,N,N,33.4
0011655,37,268,37-268,39,198,39-198,4234,3,30,14,72,4,304,439,N,N,N,N,2156.4
0011656,33,99999,33-99999,33,99999,33-99999,5111,2,29,14,1,1,8,8,N,N,N,N,277.4
0011657,04,99999,04-99999,04,99999,04-99999,4233,2,31,05,1474,10426,24,24,N,N,N,N,37.5
0011658,49,482,49-482,06,99999,06-99999,4249,2,29,14,292,28,603,843,N,N,N,N,5530.3
0011659,55,99999,55-99999,06,488,06-488,323,4,40,14,18,1,1840,2272,N,N,N,N,767.8
0011660,40,538,40-538,19,99999,19-99999,324,2,19,06,117792,179312,357,546,N,N,N,N,1630.3
0011661,26,266,26-266,26,266,26-266,321,4,26,05,21,13,31,42,N,N,N,N,38.9
0011662,26,220,26-220,13,99999,13-99999,332,2,33,04,2733,768,799,1025,N,N,N,N,388.3
0011663,34,428,34-428,36,408,36-408,327,3,31,04,5200,53699,88,104,N,N,N,N,255.6
0011664,27,378,27-378,53,500,53-500,4234,1,23,04,22,2,1380,1646,N,N,N,N,1145.8
